Continent,Nationality,Type of data,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Asia,Israel,Balance,-59,-70,77,98,120,109,227,396,217,100,-63,-90,-109,-6,-2,-83,-94,-39,52,81,199,137,199,248,354,101,269,357
Asia,Japan,Balance,-25,-67,-14,30,-16,95,112,-87,7,-37,-62,-120,-101,37,-381,-114,-37,-13,-159,27,183,387,172,184,439,-304,323,574
Asia,Yemen,Balance,30,55,25,48,32,47,50,43,-31,-50,-20,-43,-13,12,-16,35,24,7,3,45,60,98,150,273,665,622,875,1379
Asia,Jordan,Balance,25,9,42,33,18,38,44,-8,17,3,-34,-22,-4,3,-4,-8,-5,-7,-5,43,135,141,149,150,207,151,189,278
Asia,Qatar,Balance,0,3,10,5,-1,0,-1,1,-4,0,4,-1,2,11,0,2,5,6,18,12,66,45,7,45,36,5,46,65
Asia,Kuwait,Balance,151,197,164,112,43,83,54,-74,-82,-106,-125,-110,-90,-6,-72,-24,-23,3,17,67,106,210,114,60,81,59,55,134
Asia,Laos,Balance,-4,-3,5,3,5,2,7,7,0,1,6,1,0,8,10,12,23,6,1,-7,-4,6,-1,10,1,4,-4,6
Asia,Lebanon,Balance,100,16,40,39,100,162,110,59,-26,-45,-43,74,-6,3,-24,-66,-38,-11,32,20,199,348,318,211,346,416,520,862
Asia,Macau,Balance,-6,3,1,5,12,14,4,-4,2,-9,1,-4,-6,-2,0,3,-2,-6,4,8,-6,4,-1,3,4,2,-2,-2
Asia,Maldives,Balance,1,0,2,-2,0,2,1,1,0,-4,3,1,-2,1,0,-1,0,0,0,1,1,6,1,1,0,-2,6,2
Asia,Malaysia,Balance,19,13,-10,81,87,28,89,97,98,-19,-3,130,87,35,46,-71,-7,58,24,25,71,94,81,97,146,14,121,244
Asia,Mongolia,Balance,-3,14,5,16,11,86,169,91,33,-16,-47,-33,17,36,47,63,-28,-16,-18,3,32,22,3,-22,15,12,4,36
Asia,Myanmar,Balance,23,16,-4,9,19,17,101,49,23,2,3,91,52,116,79,149,109,81,49,40,35,18,52,19,46,-4,60,63
Asia,Nepal,Balance,36,42,30,31,24,47,-13,43,96,67,336,71,1,68,199,83,86,52,40,144,50,54,34,26,29,29,52,174
Asia,North Korea,Balance,0,2,2,2,2,7,8,3,2,1,2,-4,2,3,1,7,18,19,21,25,-25,-3,-2,-1,-5,-3,-3,2
Asia,Oman,Balance,0,28,28,43,3,-3,1,12,2,20,22,0,-12,-8,-27,11,21,33,64,37,33,13,26,22,26,18,24,30
Asia,Pakistan,Balance,75,142,109,91,182,253,109,69,-75,-368,-33,-185,-248,-233,187,-35,123,-32,125,-47,164,344,428,615,793,508,913,1457
Asia,Saudi Arabia,Balance,101,74,-14,19,20,32,46,56,-10,25,-25,-3,79,76,150,196,13,3,107,198,327,391,255,218,485,340,578,746
Asia,Singapore,Balance,-21,0,-20,1,76,-6,57,75,62,29,48,5,-32,69,30,42,48,96,59,103,57,149,134,116,54,-72,98,315
Asia,Sri Lanka,Balance,461,181,365,378,443,456,425,246,-51,-232,-365,-374,-136,50,102,88,81,16,26,67,-101,4,2,96,77,29,128,379
Asia,Syria,Balance,243,213,220,230,576,877,1024,490,144,34,-74,-65,60,136,72,176,137,430,1833,8422,20597,27490,16067,4974,5230,5575,11045,16174
Asia,Taiwan,Balance,10,90,135,153,101,87,156,236,178,145,158,-6,81,117,49,79,56,-15,45,173,161,268,233,340,465,-108,271,617
Asia,Thailand,Balance,255,325,357,483,453,692,713,779,741,642,468,350,255,480,433,472,518,328,254,252,260,367,382,443,588,239,532,422
Asia,Timor Leste,Balance,,,,,,,,0,2,0,0,2,-1,0,0,-2,-2,0,0,-2,-2,0,4,0,0,3,2,2
Asia,United Arab Emirates,Balance,6,229,115,-236,-40,17,4,27,-8,13,14,-7,9,16,32,41,8,55,45,95,268,269,253,263,410,347,390,504
Asia,Vietnam,Balance,93,146,163,211,177,269,453,549,356,196,-21,-109,-148,71,99,34,188,84,92,157,235,413,532,585,652,118,413,517
Asia,South Korea,Balance,11,121,75,71,175,191,163,184,101,125,77,124,88,142,46,184,206,33,75,253,190,410,414,309,406,-649,297,613
Europe,Albania,Balance,20,32,39,93,63,73,93,65,44,4,5,13,13,84,95,13,60,82,101,164,197,249,207,322,362,192,247,389
Europe,Andorra,Balance,0,1,-1,-1,0,1,1,0,-1,0,1,1,-1,-1,0,0,3,1,2,2,-3,2,10,0,-1,4,6,0
Europe,Armenia,Balance,32,31,12,16,38,99,82,54,29,24,11,14,30,35,52,108,128,46,35,37,1,-1,20,41,44,125,91,471
Europe,Azerbaijan,Balance,14,14,8,29,45,201,166,87,26,3,1,14,12,13,18,29,35,19,38,49,37,33,32,30,120,102,244,659
Europe,Belgium,Balance,126,212,711,676,769,580,400,197,47,-298,-258,-1,233,398,472,632,710,879,806,975,1056,1512,1655,1461,1603,1686,1370,1005
Europe,Bosnia and Herzegovina,Balance,215,130,51,30,92,91,61,38,19,-5,-3,13,8,9,19,11,14,26,27,27,22,52,35,85,91,69,73,91
Europe,Bulgaria,Balance,46,74,165,153,165,207,262,354,339,272,213,207,4059,3639,1969,1645,2451,640,38,1766,1765,1780,2694,3476,4834,4138,4810,5433
Europe,Cyprus,Balance,6,9,5,6,2,18,13,1,-3,7,-1,6,15,28,25,22,54,30,39,33,68,78,164,156,163,77,345,381
Europe,Denmark,Balance,-34,125,43,112,108,115,41,-42,26,-21,-78,19,-89,4,-61,34,32,47,21,99,16,174,134,123,86,-84,119,-6
Europe,Germany,Balance,812,-159,671,637,573,577,636,-145,-233,-177,96,439,1458,3070,2372,2852,1480,-9,-295,-584,569,1225,1873,2080,2520,1627,2635,1683
Europe,Estonia,Balance,5,16,7,6,16,10,18,20,28,66,33,-1,41,71,79,142,140,26,85,84,18,74,126,96,142,-15,133,234
Europe,Faroe Islands,Balance,1,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,1,-1,-1,0,3,0,0,1,-1,4,-1,4,-2
Europe,Federal Republic of Yugoslavia,Balance,0,6,13,27,216,267,183,20,1,,,,,,,,,,,,,,,,,,,
Europe,Finland,Balance,52,71,110,179,110,106,48,42,-37,-31,-30,-114,12,94,32,95,106,20,7,44,195,265,252,231,223,-220,179,257
Europe,France,Balance,-46,248,533,679,631,620,530,6,-71,-216,78,-144,324,1040,569,437,208,-57,287,782,957,1410,1388,1115,1524,914,1724,1562
Europe,Georgia,Balance,50,23,5,12,13,27,23,9,17,11,1,4,10,13,21,48,20,14,6,27,19,35,51,51,87,67,183,426
Europe,Gibraltar,Balance,3,-4,1,3,1,3,-1,3,0,2,-3,2,-2,-2,-1,2,-3,0,1,-1,-5,2,5,-2,4,1,-1,0
Europe,Greece,Balance,-146,-64,222,118,229,237,287,196,41,-14,61,25,178,445,268,741,1386,1663,864,482,802,1221,1632,1632,2217,642,2389,3198
Europe,Hungary,Balance,69,166,193,211,23,216,246,165,40,90,196,56,484,992,1193,1165,1067,1242,706,704,795,657,680,1031,1117,530,1156,1522
Europe,Ireland,Balance,-161,-155,-30,-202,43,95,95,-17,9,-131,-100,-198,-34,26,163,141,209,35,86,184,177,263,318,437,697,304,697,686
Europe,Iceland,Balance,5,6,52,15,24,4,13,38,-9,-2,-56,-20,20,16,2,9,-5,-13,-32,34,46,29,7,23,26,-24,-25,55
Europe,Italy,Balance,71,70,352,401,434,471,388,123,-91,-109,108,58,423,1017,780,799,800,998,1431,1919,1981,2368,2580,2731,3135,1118,2780,2845
Europe,Yugoslavia (old),Balance,6396,2199,542,827,2990,3158,1772,104,-763,-1057,-912,-831,-274,-40,101,-153,-57,-256,-139,-127,-129,64,153,294,595,0,0,0
Europe,Channel Islands,Balance,2,-4,0,-1,3,3,0,5,0,-1,-2,-3,1,-1,12,-1,-4,-1,2,5,6,3,14,10,-5,4,-2,9
Europe,Kazakhstan,Balance,3,2,4,1,6,23,30,15,14,0,-7,7,4,13,15,18,18,30,31,39,42,55,56,50,146,48,276,472
Europe,Kyrgyzstan,Balance,0,0,0,0,0,2,15,11,3,7,-4,1,-1,4,5,4,10,8,8,4,10,-1,9,14,28,15,44,160
Europe,Kosovo,Balance,,,,,,,,,,,,,,1,0,0,0,5,5,7,1,13,0,5,8,15,46,22
Europe,Croatia,Balance,28,13,3,10,26,14,14,14,0,-1,-7,-1,1,0,8,-2,22,4,32,65,97,109,92,171,384,230,745,721
Europe,Latvia,Balance,16,21,35,28,20,32,24,50,32,91,72,47,48,140,372,704,585,452,183,259,173,203,502,584,769,469,830,795
Europe,Liechtenstein,Balance,0,0,1,1,0,-1,1,-1,1,-1,0,-1,0,0,2,0,2,-2,0,1,0,4,0,-4,7,-3,0,0
Europe,Lithuania,Balance,29,54,48,76,39,38,79,94,79,304,204,106,166,224,314,688,782,474,331,222,382,446,765,928,948,210,800,957
Europe,Luxembourg,Balance,8,18,26,5,7,23,8,1,19,-1,8,6,20,18,18,22,29,11,45,61,71,121,134,148,173,41,109,85
Europe,Macedonia,Balance,3,3,0,-1,10,15,14,15,8,1,-3,4,5,9,10,17,19,22,18,40,48,90,37,91,,,,
Europe,Malta,Balance,-8,0,5,14,6,5,14,1,6,14,-17,8,9,17,6,20,-2,10,10,4,3,34,25,30,55,16,62,78
Europe,man,Balance,0,0,0,0,0,0,1,-1,-1,0,0,1,0,-1,0,5,0,0,1,-2,3,1,1,-3,1,3,-1,2
Europe,Moldavia,Balance,0,4,1,2,9,5,7,8,6,2,5,4,8,11,0,8,22,40,41,71,81,137,231,286,378,423,804,1258
Europe,Monaco,Balance,-1,8,-1,-1,3,4,0,1,3,1,1,1,4,0,-4,3,-3,1,4,8,5,5,3,4,11,13,7,0
Europe,Montenegro,Balance,,,,,,,,,,,,0,0,0,0,1,3,4,0,0,-1,1,2,1,3,11,-5,17
Europe,Norway,Balance,42,61,142,42,113,103,96,5,-23,-48,-65,-125,-75,15,57,100,25,-94,50,10,-3,104,116,60,133,-12,120,85
Europe,Ukraine,Balance,31,43,20,25,28,67,85,87,71,54,42,43,39,55,73,85,105,124,196,221,351,340,358,523,600,694,1041,82730
Europe,Uzbekistan,Balance,2,2,5,8,4,17,24,19,7,-3,8,10,14,11,5,12,17,10,4,12,14,12,14,25,51,64,74,300
Europe,Austria,Balance,22,106,143,109,85,36,89,9,44,-68,-2,31,10,88,5,91,78,9,-27,93,47,154,219,224,235,40,205,209
Europe,Poland,Balance,761,854,783,904,463,1099,1388,1479,1143,3875,4970,5220,6634,8842,6830,8499,11563,8133,9493,11698,9168,8357,8668,9166,9305,8088,8726,8999
Europe,Portugal,Balance,-4,-70,60,240,447,524,720,525,454,108,-57,32,574,971,818,48,421,636,587,385,437,497,542,849,1145,346,1946,2450
Europe,Republic of North Macedonia,Balance,,,,,,,,,,,,,,,,,,,,,,,,,95,119,212,245
Europe,Romania,Balance,134,118,285,342,262,459,553,421,466,312,197,370,1745,1359,913,1234,882,528,623,1974,1604,2137,3461,4299,4715,3376,4778,5949
Europe,Russia,Balance,70,85,66,64,121,288,285,164,100,65,52,83,48,84,84,186,249,248,291,371,412,428,543,683,915,977,1707,7625
Europe,Russia (old),Balance,13,4,3,0,4,2,3,-2,3,-6,-1,1,0,-2,-1,1,0,1,0,-2,0,0,0,1,0,0,0,0
Europe,San Marino,Balance,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,3,4,2
Europe,Serbia,Balance,,,,,,,,,,,,0,1,4,7,16,11,22,24,26,36,36,40,71,65,205,224,372
Europe,Serbia and Montenegro,Balance,,,,,,,,,-20,-51,-25,4,19,15,10,13,9,19,17,13,33,53,40,80,147,0,0,0
Europe,Slovenia,Balance,6,6,1,4,-1,1,-1,-1,2,-1,4,13,5,7,4,10,18,12,37,113,45,81,65,102,70,12,185,99
Europe,Slovakia,Balance,2,8,5,7,11,38,35,-3,3,15,23,10,41,51,20,65,39,89,75,134,152,204,275,339,366,415,786,679
Europe,Soviet Union (old),Balance,1611,1520,1399,1798,2275,4764,4667,3064,1499,904,386,273,846,1342,1344,1686,1496,1040,581,1197,1072,1240,1582,1950,2481,0,0,0
Europe,Spanje,Balance,-123,-28,126,167,90,90,182,-21,-154,-371,-321,-460,15,689,624,926,779,1299,1599,1012,1030,1106,1465,1765,2078,1022,3458,3387
Europe,Tadzjikistan,Balance,1,0,3,2,5,2,8,7,0,0,-1,-2,2,-1,0,3,10,4,9,8,4,8,1,6,-4,12,10,112
Europe,Tsjechië,Balance,26,28,24,34,19,24,44,14,11,42,27,22,34,60,52,69,50,56,88,94,108,110,158,182,231,115,364,382
Europe,Tsjecho-Slowakije (oud),Balance,35,124,185,298,134,430,380,46,66,416,387,320,374,582,167,587,173,-39,76,337,122,135,219,234,156,0,0,0
Europe,Turkije,Balance,1313,1589,3271,3224,2807,4070,4683,4387,4256,1210,-334,-1344,-1157,514,967,478,-389,-1753,-2574,-3787,-2529,-382,1215,2691,4503,3316,6243,11931
Europe,Turkmenistan,Balance,0,0,0,2,0,0,0,3,0,2,0,0,0,1,4,2,0,1,1,1,2,4,4,7,13,6,24,394
Europe,Vaticaanstad,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Verenigd Koninkrijk,Balance,-1312,-848,349,155,761,1903,2148,392,-478,-953,-1132,-1165,-299,766,395,55,168,258,604,535,1184,1475,1805,2462,3374,2341,-168,160
Europe,Belarus,Balance,2,3,8,6,13,21,21,21,21,20,16,12,7,10,11,22,22,17,25,33,33,45,53,73,128,190,317,784
Europe,Zweden,Balance,-33,73,77,227,145,73,15,-42,17,-78,-18,5,20,47,103,38,96,-5,-21,96,200,147,155,166,226,-72,301,259
Europe,Zwitserland,Balance,22,9,139,109,221,42,41,5,10,21,-26,28,52,91,97,128,100,11,50,121,145,231,258,250,273,59,472,366
Africa,Algeria,Balance,341,241,176,228,180,194,111,26,-75,-72,-177,-114,-70,70,-20,-20,-7,-37,-71,14,31,42,44,111,92,84,118,531
Africa,Angola,Balance,654,358,200,223,651,1213,1905,3396,248,-949,-1356,-1273,-625,-346,-326,-330,-301,-370,-289,-268,-220,-48,-102,31,30,59,83,50
Africa,Benin,Balance,5,1,4,12,12,11,39,74,38,12,-15,-31,7,4,9,-4,17,-7,6,-3,4,12,8,-4,7,1,7,7
Africa,Botswana,Balance,1,13,4,5,2,5,-3,13,-6,5,-4,8,2,0,2,0,8,2,8,3,4,-1,-3,12,18,7,22,3
Africa,British Indian Ocean Territory,Balance,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0
Africa,Burkina Faso,Balance,5,3,18,11,38,26,21,14,16,28,10,1,8,-2,21,14,17,-10,18,15,0,6,-2,12,10,19,8,23
Africa,Burundi,Balance,18,28,72,97,99,205,361,423,288,264,318,226,151,32,-9,-167,-184,-164,-90,-106,-40,-112,-4,-43,-48,-22,-38,-3
Africa,Central-African Republic,Balance,2,2,4,3,5,1,5,0,4,1,6,2,-2,1,6,-1,-2,-1,0,3,3,-1,6,4,8,-2,6,1
Africa,Comoros,Balance,2,-3,-1,0,2,-2,3,1,-2,-3,0,-6,2,0,2,-1,0,-1,2,-3,-1,0,0,-4,2,-2,1,2
Africa,Congo,Balance,55,-20,9,35,88,209,264,111,-5,-74,-53,-61,-25,2,24,-30,-38,-40,-1,-2,-27,-28,-42,2,-20,-14,-5,22
Africa,Congo (Democratic Republic),Balance,839,93,195,244,340,500,578,344,-115,-408,-458,-560,-274,-115,-109,-121,-123,-121,-6,-124,-72,-94,-94,28,-62,-61,-35,79
Africa,Djibouti,Balance,8,6,8,8,-3,12,2,-5,-3,-14,-15,-3,-4,6,-8,-3,0,2,-11,-3,9,9,7,4,4,4,10,0
Africa,Egypt,Balance,187,83,272,436,312,257,420,412,360,154,25,-112,-68,44,317,208,41,151,211,281,291,571,905,955,1150,728,875,1293
Africa,Equatorial Guinea,Balance,0,0,-3,1,0,6,3,3,1,-1,-3,-2,0,5,4,9,-4,-3,1,1,-1,-4,-1,6,4,2,11,3
Africa,Eritrea,Balance,8,23,53,42,42,79,87,71,40,53,35,37,93,90,191,218,246,167,399,2044,3266,3117,2965,2553,2375,1683,1280,1018
Africa,eswatini,Balance,,,,,,,,,,,,,,,,,,,,,,,,,-2,6,1,7
Africa,Ethiopia,Balance,287,162,17,87,136,198,252,143,-58,-109,-92,-59,37,138,241,86,221,131,116,907,2368,2746,1423,1342,924,634,691,461
Africa,Gabon,Balance,4,7,4,7,-1,-5,1,25,-1,5,2,-10,-2,-7,6,3,-5,2,3,0,1,1,-9,2,4,-1,8,-2
Africa,Gambia,Balance,1,20,21,28,29,42,36,36,33,23,37,-1,3,26,37,58,53,5,6,59,54,74,78,121,177,133,245,62
Africa,Ghana,Balance,-101,152,401,451,207,293,315,311,276,-43,78,-467,-464,39,750,167,181,-10,-31,-11,-46,-20,126,352,633,280,441,632
Africa,Guinea,Balance,30,51,73,179,236,495,843,845,55,-193,-341,-365,-39,119,95,40,-12,-78,-33,-90,-98,-46,-109,-29,65,24,-8,23
Africa,Guinea-Bissau,Balance,3,0,2,19,25,8,30,22,8,0,-3,2,-5,25,-2,14,7,-16,5,-7,6,-4,0,5,14,4,9,11
Africa,Ivory Coast,Balance,22,-8,17,29,27,22,68,100,106,95,13,79,68,67,80,80,80,4,-59,-30,-49,-58,5,-12,26,-10,-1,45
Africa,Cape Verde,Balance,-8,94,185,204,51,70,195,93,85,102,-27,-112,-9,86,149,43,89,-72,34,75,84,9,12,134,123,79,131,128
Africa,Cameroon,Balance,26,60,56,82,93,123,287,321,139,36,-34,-28,-9,28,67,44,-35,-5,-83,-40,9,-21,26,57,83,64,50,101
Africa,Kenya,Balance,62,52,110,95,71,95,43,78,73,20,52,69,-37,120,149,62,94,77,44,98,55,111,99,155,104,123,196,241
Africa,Lesotho,Balance,0,-1,7,-1,-1,4,3,-6,-1,3,-1,6,5,7,0,7,4,1,0,6,4,-1,2,-1,-3,0,3,5
Africa,Liberia,Balance,237,224,264,82,28,73,101,73,74,57,-40,-192,-90,-66,-38,-46,-71,-77,-51,-81,-76,-54,-46,-35,35,22,3,25
Africa,Libya,Balance,-5,25,21,10,25,20,63,38,35,6,-9,-28,15,15,84,86,88,-33,2,173,457,124,76,88,131,61,59,156
Africa,Madagascar,Balance,-1,7,-3,8,1,6,5,1,0,10,2,-1,-5,-6,3,9,6,-4,-6,15,8,3,6,12,8,8,9,14
Africa,Malawi,Balance,10,-5,6,1,5,11,8,8,-2,2,-3,6,8,5,15,-7,4,2,-1,3,3,12,14,9,16,3,12,-5
Africa,Mali,Balance,-1,6,8,12,10,18,9,20,4,2,-6,-12,-2,2,3,3,3,-1,17,-9,10,-8,4,8,17,4,17,15
Africa,Morocco,Balance,685,1772,2911,4027,3064,3176,4019,3537,2907,1512,-588,-1538,-1851,-1080,307,126,500,-366,391,31,-260,403,922,1871,2390,1980,2323,2728
Africa,Mauritania,Balance,41,19,35,45,56,49,33,29,-19,-26,-29,-28,-18,8,-8,-13,8,-10,-14,-3,-3,-12,5,8,-5,0,3,6
Africa,Mauritius,Balance,5,5,1,0,5,6,0,7,2,12,-11,-3,7,11,1,0,2,6,-5,9,3,5,14,32,16,8,34,12
Africa,Mayotte,Balance,0,1,-1,0,2,2,4,1,4,0,-4,-1,-1,-5,0,1,0,-1,-1,-2,1,0,0,2,0,0,0,0
Africa,Mozambique,Balance,16,17,11,16,17,43,36,15,0,7,9,9,3,34,24,-12,15,7,-8,19,-10,-8,11,4,48,19,42,37
Africa,Namibia,Balance,0,13,15,0,2,37,1,10,17,10,8,0,-7,21,-5,-3,15,-4,13,-4,-3,10,45,34,42,35,40,62
Africa,Niger,Balance,9,18,24,14,21,45,69,124,82,-22,-53,-38,11,17,20,5,-18,-25,-6,-4,-3,3,-10,7,6,-2,9,-1
Africa,Nigeria,Balance,-27,195,270,330,276,242,221,251,298,46,116,64,111,238,307,189,191,-46,-5,-5,-46,-128,50,391,822,420,797,2196
Africa,Reunion,Balance,0,5,-1,2,-1,-1,1,2,4,-2,-6,-1,-4,0,0,3,4,-3,4,1,0,5,-3,0,1,-1,3,0
Africa,Rwanda,Balance,56,41,86,101,193,262,209,111,37,-21,-38,-39,-49,9,-6,0,-31,-3,-13,3,-25,-50,22,-4,22,-6,22,111
Africa,Sao Tome and Principe,Balance,3,5,-1,10,0,0,-1,8,2,7,-3,-5,-1,15,4,8,-2,-2,4,6,-6,5,3,4,2,14,11,7
Africa,Senegal,Balance,18,16,39,45,34,35,66,29,23,65,19,-8,13,-7,20,1,17,17,29,-21,35,22,31,60,66,27,70,66
Africa,Seychelles,Balance,6,-6,1,1,-1,3,0,-2,2,-2,1,-3,6,2,1,3,-5,1,-1,0,4,-2,6,-1,0,-1,8,1
Africa,Sierra Leone,Balance,73,161,164,209,429,784,1570,1929,344,-198,-465,-381,-248,-4,-164,-138,-199,-118,-165,-190,-261,-218,-149,-56,30,41,46,17
Africa,Saint Helena,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
Africa,Sudan,Balance,184,255,671,984,814,1404,1225,456,-241,-582,-599,-498,-361,-125,-177,-250,-23,-228,-96,20,150,331,162,321,301,135,159,275
Africa,Somalia,Balance,2560,2888,803,478,192,-237,-1846,-2484,-3475,-3950,-2448,-1522,89,1643,4403,3270,1363,-231,1673,546,-801,-1037,-685,-671,-483,-245,-300,375
Africa,Swaziland,Balance,-3,0,-2,1,2,15,-2,-7,-1,8,2,-2,-9,-3,-2,-2,6,-5,3,1,2,4,3,3,,,,
Africa,Tanzania,Balance,22,20,59,35,2,77,8,51,26,34,39,44,34,41,52,-50,-29,17,-69,12,13,-54,33,23,43,13,43,64
Africa,Togo,Balance,35,41,60,85,89,112,234,254,86,-3,-87,-79,-58,44,23,-3,-9,-3,-25,-17,-16,-16,-6,-6,-23,11,0,-4
Africa,Chad,Balance,1,1,-1,-1,6,4,45,17,-5,-13,-4,-5,-4,9,0,-7,-1,-8,-7,5,1,3,-1,2,12,-3,7,2
Africa,Tunisia,Balance,60,-35,86,64,61,153,135,54,95,27,-18,-48,-44,51,9,1,-20,50,11,15,33,99,189,218,297,128,194,368
Africa,Uganda,Balance,4,17,21,36,31,33,36,49,55,41,99,53,-29,71,80,49,11,70,138,147,131,129,106,225,305,134,131,167
Africa,Zambia,Balance,-7,6,21,13,23,48,-24,47,40,2,-8,23,-48,7,1,16,5,23,-15,3,-12,10,14,25,57,29,36,52
Africa,Zimbabwe,Balance,-9,10,36,33,52,48,67,15,52,-7,12,2,38,88,96,14,16,-9,-31,-12,12,19,135,101,178,99,90,212
Africa,South Africa,Balance,21,250,378,834,502,622,641,264,-36,-80,-169,-104,67,325,115,-10,80,-25,87,234,452,695,762,1571,2307,1851,2698,4538
Africa,Southern Sudan,Balance,,,,,,,,,,,,,,,,,0,0,0,2,4,2,4,7,9,3,3,0
Oceania,American Samoa,Balance,0,0,-1,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,1,0,1,0,-2,0,1,1,0,-1,0
Oceania,Antarctica,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Australia,Balance,26,-76,24,255,232,283,382,186,3,-104,-175,-102,-72,-63,-35,50,-50,-104,32,102,379,346,233,288,384,-308,-127,306
Oceania,Cook Islands,Balance,0,0,2,0,2,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-2,0
Oceania,Fiji,Balance,1,-2,-3,2,2,8,4,1,-2,5,-11,2,-3,-3,0,2,-3,5,1,-2,-3,4,7,-1,11,1,2,10
Oceania,French Polynesia,Balance,-1,0,2,1,1,-2,0,-2,0,1,0,0,-2,0,2,0,2,2,-5,2,4,0,-2,4,5,4,5,0
Oceania,Guam,Balance,0,-1,0,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,1,1,0
Oceania,Kiribati,Balance,0,2,-1,0,0,1,0,1,0,0,0,-2,-2,1,0,0,0,0,0,-1,2,-2,0,0,0,0,2,0
Oceania,Marshall Islands,Balance,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
Oceania,Micronesia,Balance,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,0,1,0
Oceania,Nauru,Balance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,3,0,0,-1
Oceania,New Caledonia,Balance,-1,-3,1,1,-1,1,2,1,-1,0,3,-1,3,-3,0,1,1,-1,-4,0,3,3,0,7,3,2,7,1
Oceania,New Zealand,Balance,-88,-34,43,39,127,173,186,-10,-55,-37,-46,-93,-57,29,-8,-25,4,12,12,15,85,74,109,145,118,-62,-97,69
Oceania,Niue,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Northern Mariana Islands,Balance,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Oceania,Norfolk,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Palau,Balance,-2,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,1,0,-1,0,1,0,1,1,-1,0,0
Oceania,Papua New Guinea,Balance,-4,9,2,8,-1,2,-4,5,5,7,0,-1,-7,2,4,-7,-1,-6,3,0,1,1,-3,-1,-2,5,2,2
Oceania,Pitcairn Islands,Balance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Solomon Islands,Balance,0,-3,7,-1,-6,-1,0,1,0,0,0,0,0,1,1,-1,0,1,-1,0,0,-1,0,0,-1,0,0,-1
Oceania,Samoa,Balance,2,0,3,-2,1,0,0,0,1,-1,3,-3,-2,2,1,2,3,1,2,0,-5,-2,1,2,2,-3,0,1
Oceania,Tokelau,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Tonga,Balance,1,-6,3,-1,1,3,-4,1,1,0,-1,0,0,-5,0,0,2,0,0,0,0,0,1,-1,3,-1,0,0
Oceania,Tuvalu,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Oceania,Vanuatu,Balance,0,0,0,0,0,1,-1,0,2,0,0,1,0,0,-1,-2,1,-2,0,0,0,0,4,1,1,-1,-1,0
Oceania,Far Islands of the US,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Wallis and Futuna,Balance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
